epoch:0, train_loss:0.5384, val_loss:0.4547, train_F1:0.9518, val_F1:0.9595, train_prec:0.9351, val_prec:0.9365, train_recall:0.9691, val_recall:0.9837, train_auc:0.9012, val_auc:0.9398, train_pr:0.9830, val_pr:0.9898, train_fpr:0.4884, val_fpr:0.4847
epoch:14, train_loss:0.2269, val_loss:0.3092, train_F1:0.9742, val_F1:0.9677, train_prec:0.9771, val_prec:0.9707, train_recall:0.9713, val_recall:0.9646, train_auc:0.9844, val_auc:0.9704, train_pr:0.9976, val_pr:0.9947, train_fpr:0.1653, val_fpr:0.2112
epoch:15, train_loss:0.2250, val_loss:0.3166, train_F1:0.9744, val_F1:0.9686, train_prec:0.9770, val_prec:0.9727, train_recall:0.9719, val_recall:0.9645, train_auc:0.9843, val_auc:0.9689, train_pr:0.9975, val_pr:0.9942, train_fpr:0.1665, val_fpr:0.1967
epoch:16, train_loss:0.2230, val_loss:0.3065, train_F1:0.9747, val_F1:0.9674, train_prec:0.9777, val_prec:0.9724, train_recall:0.9718, val_recall:0.9625, train_auc:0.9850, val_auc:0.9720, train_pr:0.9977, val_pr:0.9951, train_fpr:0.1609, val_fpr:0.1988
epoch:17, train_loss:0.2209, val_loss:0.3105, train_F1:0.9746, val_F1:0.9682, train_prec:0.9779, val_prec:0.9701, train_recall:0.9714, val_recall:0.9664, train_auc:0.9848, val_auc:0.9700, train_pr:0.9976, val_pr:0.9946, train_fpr:0.1596, val_fpr:0.2165
epoch:18, train_loss:0.2215, val_loss:0.3059, train_F1:0.9747, val_F1:0.9679, train_prec:0.9779, val_prec:0.9705, train_recall:0.9715, val_recall:0.9652, train_auc:0.9850, val_auc:0.9726, train_pr:0.9976, val_pr:0.9953, train_fpr:0.1593, val_fpr:0.2132
epoch:19, train_loss:0.2183, val_loss:0.3020, train_F1:0.9753, val_F1:0.9680, train_prec:0.9783, val_prec:0.9715, train_recall:0.9723, val_recall:0.9645, train_auc:0.9852, val_auc:0.9716, train_pr:0.9977, val_pr:0.9950, train_fpr:0.1568, val_fpr:0.2058
epoch:20, train_loss:0.2151, val_loss:0.3144, train_F1:0.9752, val_F1:0.9652, train_prec:0.9786, val_prec:0.9732, train_recall:0.9717, val_recall:0.9575, train_auc:0.9857, val_auc:0.9705, train_pr:0.9978, val_pr:0.9949, train_fpr:0.1540, val_fpr:0.1917
epoch:21, train_loss:0.2172, val_loss:0.3148, train_F1:0.9754, val_F1:0.9683, train_prec:0.9785, val_prec:0.9678, train_recall:0.9723, val_recall:0.9688, train_auc:0.9856, val_auc:0.9704, train_pr:0.9977, val_pr:0.9946, train_fpr:0.1551, val_fpr:0.2339
epoch:22, train_loss:0.2188, val_loss:0.3198, train_F1:0.9757, val_F1:0.9681, train_prec:0.9782, val_prec:0.9655, train_recall:0.9731, val_recall:0.9706, train_auc:0.9861, val_auc:0.9704, train_pr:0.9979, val_pr:0.9947, train_fpr:0.1574, val_fpr:0.2521
epoch:23, train_loss:0.2156, val_loss:0.3066, train_F1:0.9754, val_F1:0.9667, train_prec:0.9787, val_prec:0.9727, train_recall:0.9722, val_recall:0.9608, train_auc:0.9859, val_auc:0.9714, train_pr:0.9978, val_pr:0.9950, train_fpr:0.1537, val_fpr:0.1959
epoch:24, train_loss:0.2125, val_loss:0.3092, train_F1:0.9757, val_F1:0.9661, train_prec:0.9793, val_prec:0.9740, train_recall:0.9721, val_recall:0.9584, train_auc:0.9866, val_auc:0.9707, train_pr:0.9980, val_pr:0.9947, train_fpr:0.1490, val_fpr:0.1855
epoch:25, train_loss:0.2137, val_loss:0.3088, train_F1:0.9761, val_F1:0.9685, train_prec:0.9796, val_prec:0.9693, train_recall:0.9726, val_recall:0.9676, train_auc:0.9863, val_auc:0.9714, train_pr:0.9979, val_pr:0.9949, train_fpr:0.1470, val_fpr:0.2227
epoch:26, train_loss:0.2116, val_loss:0.3142, train_F1:0.9761, val_F1:0.9680, train_prec:0.9795, val_prec:0.9713, train_recall:0.9728, val_recall:0.9647, train_auc:0.9864, val_auc:0.9707, train_pr:0.9979, val_pr:0.9947, train_fpr:0.1479, val_fpr:0.2074
epoch:27, train_loss:0.2104, val_loss:0.3116, train_F1:0.9761, val_F1:0.9683, train_prec:0.9794, val_prec:0.9695, train_recall:0.9729, val_recall:0.9671, train_auc:0.9866, val_auc:0.9704, train_pr:0.9979, val_pr:0.9946, train_fpr:0.1489, val_fpr:0.2207
epoch:28, train_loss:0.2067, val_loss:0.3129, train_F1:0.9762, val_F1:0.9695, train_prec:0.9797, val_prec:0.9691, train_recall:0.9727, val_recall:0.9699, train_auc:0.9868, val_auc:0.9711, train_pr:0.9979, val_pr:0.9948, train_fpr:0.1463, val_fpr:0.2248
epoch:29, train_loss:0.2060, val_loss:0.3087, train_F1:0.9765, val_F1:0.9673, train_prec:0.9801, val_prec:0.9699, train_recall:0.9730, val_recall:0.9648, train_auc:0.9868, val_auc:0.9701, train_pr:0.9979, val_pr:0.9945, train_fpr:0.1437, val_fpr:0.2174
epoch:30, train_loss:0.2085, val_loss:0.3138, train_F1:0.9768, val_F1:0.9679, train_prec:0.9798, val_prec:0.9682, train_recall:0.9739, val_recall:0.9676, train_auc:0.9867, val_auc:0.9703, train_pr:0.9979, val_pr:0.9947, train_fpr:0.1461, val_fpr:0.2310
epoch:31, train_loss:0.2054, val_loss:0.3137, train_F1:0.9773, val_F1:0.9674, train_prec:0.9802, val_prec:0.9702, train_recall:0.9744, val_recall:0.9645, train_auc:0.9870, val_auc:0.9713, train_pr:0.9980, val_pr:0.9950, train_fpr:0.1430, val_fpr:0.2149
epoch:32, train_loss:0.2011, val_loss:0.3171, train_F1:0.9772, val_F1:0.9677, train_prec:0.9804, val_prec:0.9695, train_recall:0.9740, val_recall:0.9660, train_auc:0.9872, val_auc:0.9699, train_pr:0.9980, val_pr:0.9946, train_fpr:0.1412, val_fpr:0.2211
epoch:33, train_loss:0.2009, val_loss:0.3177, train_F1:0.9770, val_F1:0.9675, train_prec:0.9799, val_prec:0.9702, train_recall:0.9742, val_recall:0.9648, train_auc:0.9874, val_auc:0.9701, train_pr:0.9980, val_pr:0.9946, train_fpr:0.1452, val_fpr:0.2153
epoch:34, train_loss:0.2021, val_loss:0.3123, train_F1:0.9772, val_F1:0.9691, train_prec:0.9797, val_prec:0.9687, train_recall:0.9748, val_recall:0.9695, train_auc:0.9875, val_auc:0.9707, train_pr:0.9981, val_pr:0.9946, train_fpr:0.1470, val_fpr:0.2277
epoch:35, train_loss:0.2038, val_loss:0.3069, train_F1:0.9770, val_F1:0.9672, train_prec:0.9803, val_prec:0.9718, train_recall:0.9737, val_recall:0.9627, train_auc:0.9873, val_auc:0.9711, train_pr:0.9980, val_pr:0.9948, train_fpr:0.1423, val_fpr:0.2033
epoch:36, train_loss:0.2015, val_loss:0.3098, train_F1:0.9778, val_F1:0.9678, train_prec:0.9805, val_prec:0.9688, train_recall:0.9750, val_recall:0.9667, train_auc:0.9875, val_auc:0.9703, train_pr:0.9980, val_pr:0.9946, train_fpr:0.1407, val_fpr:0.2260
epoch:37, train_loss:0.2009, val_loss:0.3075, train_F1:0.9773, val_F1:0.9669, train_prec:0.9808, val_prec:0.9731, train_recall:0.9737, val_recall:0.9607, train_auc:0.9875, val_auc:0.9715, train_pr:0.9980, val_pr:0.9950, train_fpr:0.1383, val_fpr:0.1930
epoch:38, train_loss:0.1974, val_loss:0.3143, train_F1:0.9777, val_F1:0.9670, train_prec:0.9809, val_prec:0.9729, train_recall:0.9744, val_recall:0.9611, train_auc:0.9877, val_auc:0.9699, train_pr:0.9980, val_pr:0.9944, train_fpr:0.1377, val_fpr:0.1942
epoch:39, train_loss:0.1979, val_loss:0.3132, train_F1:0.9776, val_F1:0.9692, train_prec:0.9807, val_prec:0.9670, train_recall:0.9744, val_recall:0.9713, train_auc:0.9877, val_auc:0.9706, train_pr:0.9980, val_pr:0.9946, train_fpr:0.1390, val_fpr:0.2409
epoch:40, train_loss:0.1939, val_loss:0.3126, train_F1:0.9782, val_F1:0.9679, train_prec:0.9814, val_prec:0.9700, train_recall:0.9751, val_recall:0.9659, train_auc:0.9883, val_auc:0.9709, train_pr:0.9982, val_pr:0.9947, train_fpr:0.1344, val_fpr:0.2174
epoch:41, train_loss:0.1945, val_loss:0.3116, train_F1:0.9780, val_F1:0.9680, train_prec:0.9812, val_prec:0.9708, train_recall:0.9748, val_recall:0.9652, train_auc:0.9883, val_auc:0.9705, train_pr:0.9982, val_pr:0.9946, train_fpr:0.1353, val_fpr:0.2112
epoch:42, train_loss:0.2005, val_loss:0.3181, train_F1:0.9781, val_F1:0.9677, train_prec:0.9813, val_prec:0.9705, train_recall:0.9750, val_recall:0.9648, train_auc:0.9882, val_auc:0.9707, train_pr:0.9982, val_pr:0.9947, train_fpr:0.1352, val_fpr:0.2132
epoch:43, train_loss:0.1917, val_loss:0.3114, train_F1:0.9783, val_F1:0.9687, train_prec:0.9815, val_prec:0.9692, train_recall:0.9751, val_recall:0.9683, train_auc:0.9885, val_auc:0.9720, train_pr:0.9982, val_pr:0.9951, train_fpr:0.1339, val_fpr:0.2236
epoch:44, train_loss:0.1947, val_loss:0.3183, train_F1:0.9783, val_F1:0.9673, train_prec:0.9811, val_prec:0.9675, train_recall:0.9756, val_recall:0.9671, train_auc:0.9885, val_auc:0.9696, train_pr:0.9982, val_pr:0.9944, train_fpr:0.1366, val_fpr:0.2360
epoch:45, train_loss:0.1923, val_loss:0.3232, train_F1:0.9785, val_F1:0.9674, train_prec:0.9817, val_prec:0.9708, train_recall:0.9753, val_recall:0.9640, train_auc:0.9888, val_auc:0.9697, train_pr:0.9983, val_pr:0.9945, train_fpr:0.1318, val_fpr:0.2107
epoch:46, train_loss:0.1953, val_loss:0.3157, train_F1:0.9781, val_F1:0.9684, train_prec:0.9814, val_prec:0.9676, train_recall:0.9748, val_recall:0.9692, train_auc:0.9884, val_auc:0.9696, train_pr:0.9982, val_pr:0.9943, train_fpr:0.1340, val_fpr:0.2355
epoch:47, train_loss:0.1942, val_loss:0.3043, train_F1:0.9781, val_F1:0.9693, train_prec:0.9816, val_prec:0.9707, train_recall:0.9747, val_recall:0.9679, train_auc:0.9883, val_auc:0.9698, train_pr:0.9982, val_pr:0.9942, train_fpr:0.1329, val_fpr:0.2120
epoch:48, train_loss:0.1921, val_loss:0.3164, train_F1:0.9782, val_F1:0.9677, train_prec:0.9815, val_prec:0.9716, train_recall:0.9750, val_recall:0.9638, train_auc:0.9885, val_auc:0.9691, train_pr:0.9982, val_pr:0.9942, train_fpr:0.1337, val_fpr:0.2045
epoch:49, train_loss:0.1896, val_loss:0.3133, train_F1:0.9785, val_F1:0.9679, train_prec:0.9816, val_prec:0.9714, train_recall:0.9754, val_recall:0.9645, train_auc:0.9891, val_auc:0.9708, train_pr:0.9983, val_pr:0.9947, train_fpr:0.1329, val_fpr:0.2062
epoch:50, train_loss:0.1905, val_loss:0.3190, train_F1:0.9789, val_F1:0.9680, train_prec:0.9819, val_prec:0.9693, train_recall:0.9760, val_recall:0.9667, train_auc:0.9890, val_auc:0.9703, train_pr:0.9983, val_pr:0.9947, train_fpr:0.1307, val_fpr:0.2227
epoch:51, train_loss:0.1906, val_loss:0.3201, train_F1:0.9790, val_F1:0.9679, train_prec:0.9815, val_prec:0.9714, train_recall:0.9765, val_recall:0.9643, train_auc:0.9889, val_auc:0.9705, train_pr:0.9982, val_pr:0.9947, train_fpr:0.1334, val_fpr:0.2062
epoch:52, train_loss:0.1869, val_loss:0.3156, train_F1:0.9788, val_F1:0.9681, train_prec:0.9821, val_prec:0.9699, train_recall:0.9756, val_recall:0.9663, train_auc:0.9889, val_auc:0.9707, train_pr:0.9982, val_pr:0.9948, train_fpr:0.1292, val_fpr:0.2182
epoch:53, train_loss:0.1898, val_loss:0.3190, train_F1:0.9790, val_F1:0.9694, train_prec:0.9821, val_prec:0.9688, train_recall:0.9758, val_recall:0.9701, train_auc:0.9888, val_auc:0.9692, train_pr:0.9982, val_pr:0.9941, train_fpr:0.1291, val_fpr:0.2273
epoch:54, train_loss:0.1869, val_loss:0.3195, train_F1:0.9794, val_F1:0.9683, train_prec:0.9826, val_prec:0.9702, train_recall:0.9763, val_recall:0.9664, train_auc:0.9895, val_auc:0.9699, train_pr:0.9984, val_pr:0.9945, train_fpr:0.1255, val_fpr:0.2157
epoch:55, train_loss:0.1896, val_loss:0.3154, train_F1:0.9790, val_F1:0.9690, train_prec:0.9819, val_prec:0.9696, train_recall:0.9762, val_recall:0.9683, train_auc:0.9889, val_auc:0.9695, train_pr:0.9983, val_pr:0.9942, train_fpr:0.1307, val_fpr:0.2202
epoch:56, train_loss:0.1875, val_loss:0.3258, train_F1:0.9794, val_F1:0.9685, train_prec:0.9827, val_prec:0.9669, train_recall:0.9761, val_recall:0.9701, train_auc:0.9891, val_auc:0.9697, train_pr:0.9983, val_pr:0.9944, train_fpr:0.1248, val_fpr:0.2409
epoch:57, train_loss:0.1870, val_loss:0.3213, train_F1:0.9795, val_F1:0.9687, train_prec:0.9821, val_prec:0.9678, train_recall:0.9769, val_recall:0.9697, train_auc:0.9891, val_auc:0.9697, train_pr:0.9983, val_pr:0.9945, train_fpr:0.1296, val_fpr:0.2343
epoch:58, train_loss:0.1876, val_loss:0.3256, train_F1:0.9793, val_F1:0.9680, train_prec:0.9825, val_prec:0.9686, train_recall:0.9763, val_recall:0.9674, train_auc:0.9891, val_auc:0.9683, train_pr:0.9983, val_pr:0.9940, train_fpr:0.1266, val_fpr:0.2281
epoch:59, train_loss:0.1847, val_loss:0.3275, train_F1:0.9796, val_F1:0.9684, train_prec:0.9830, val_prec:0.9696, train_recall:0.9763, val_recall:0.9673, train_auc:0.9896, val_auc:0.9685, train_pr:0.9984, val_pr:0.9941, train_fpr:0.1226, val_fpr:0.2202
epoch:60, train_loss:0.1882, val_loss:0.3294, train_F1:0.9790, val_F1:0.9678, train_prec:0.9819, val_prec:0.9677, train_recall:0.9760, val_recall:0.9678, train_auc:0.9889, val_auc:0.9676, train_pr:0.9982, val_pr:0.9938, train_fpr:0.1303, val_fpr:0.2343
epoch:61, train_loss:0.1863, val_loss:0.3130, train_F1:0.9791, val_F1:0.9693, train_prec:0.9819, val_prec:0.9673, train_recall:0.9764, val_recall:0.9714, train_auc:0.9893, val_auc:0.9705, train_pr:0.9983, val_pr:0.9946, train_fpr:0.1307, val_fpr:0.2388
epoch:62, train_loss:0.1845, val_loss:0.3235, train_F1:0.9799, val_F1:0.9678, train_prec:0.9823, val_prec:0.9687, train_recall:0.9774, val_recall:0.9670, train_auc:0.9895, val_auc:0.9692, train_pr:0.9983, val_pr:0.9943, train_fpr:0.1276, val_fpr:0.2269
epoch:63, train_loss:0.1859, val_loss:0.3260, train_F1:0.9799, val_F1:0.9682, train_prec:0.9826, val_prec:0.9683, train_recall:0.9772, val_recall:0.9681, train_auc:0.9895, val_auc:0.9693, train_pr:0.9984, val_pr:0.9943, train_fpr:0.1257, val_fpr:0.2302
epoch:64, train_loss:0.1851, val_loss:0.3191, train_F1:0.9796, val_F1:0.9684, train_prec:0.9822, val_prec:0.9685, train_recall:0.9771, val_recall:0.9683, train_auc:0.9895, val_auc:0.9696, train_pr:0.9984, val_pr:0.9945, train_fpr:0.1284, val_fpr:0.2285
epoch:65, train_loss:0.1825, val_loss:0.3167, train_F1:0.9801, val_F1:0.9683, train_prec:0.9835, val_prec:0.9693, train_recall:0.9767, val_recall:0.9673, train_auc:0.9900, val_auc:0.9697, train_pr:0.9984, val_pr:0.9944, train_fpr:0.1187, val_fpr:0.2223
epoch:66, train_loss:0.1831, val_loss:0.3337, train_F1:0.9797, val_F1:0.9686, train_prec:0.9830, val_prec:0.9684, train_recall:0.9765, val_recall:0.9688, train_auc:0.9899, val_auc:0.9686, train_pr:0.9985, val_pr:0.9941, train_fpr:0.1230, val_fpr:0.2293
